sent_id,sentence,span,head_form,head_lemma,head_upos,case_marker,preposition,dative_type,relation,governor,governor_upos,split
train-s13675,Seit April 2008 ist sie stellvertretende Vorsitzende von UNICEF Deutschland.,Deutschland,Deutschland,Deutschland,PROPN,,,other_dative,appos,UNICEF,PROPN,train
train-s13676,Sie werden von der IUCN als gering gefährdet gelistet.,der IUCN,IUCN,IUCN,PROPN,von,von,dative_prep_von,nmod,gefährdet,ADJ,train
train-s13677,"Allerdings wurden im Bereich der Fundamente Steine mit Steinmetzzeichen gefunden, die um 1150 am Niederrhein üblich waren.",dem Bereich Fundamente,Bereich,Bereich,NOUN,in,in,dative_prep_in,obl,gefunden,VERB,train
train-s13677,"Allerdings wurden im Bereich der Fundamente Steine mit Steinmetzzeichen gefunden, die um 1150 am Niederrhein üblich waren.",Steinmetzzeichen,Steinmetzzeichen,Steinmetzzeichen,NOUN,mit,mit,dative_prep_mit,nmod,Steine,NOUN,train
train-s13677,"Allerdings wurden im Bereich der Fundamente Steine mit Steinmetzzeichen gefunden, die um 1150 am Niederrhein üblich waren.",dem Niederrhein,Niederrhein,Niederrhein,PROPN,an,an,dative_prep_an,nmod,üblich,ADJ,train
train-s13678,"Stalinismus und die SPÖ der Vergangenheit hatten mit Sozialismus nichts zu tun.""",der Vergangenheit,Vergangenheit,Vergangenheit,NOUN,,,nominal_dative_modifier,nmod,SPÖ,PROPN,train
train-s13678,"Stalinismus und die SPÖ der Vergangenheit hatten mit Sozialismus nichts zu tun.""",Sozialismus,Sozialismus,Sozialismus,NOUN,mit,mit,dative_prep_mit,obl,tun,VERB,train
train-s13679,Den Leichnam ließ Konstantin in Aquitanien bei seiner Familie bestatten.,Aquitanien,Aquitanien,Aquitanien,PROPN,in,in,dative_prep_in,obl,bestatten,VERB,train
train-s13679,Den Leichnam ließ Konstantin in Aquitanien bei seiner Familie bestatten.,Familie,Familie,Familie,NOUN,bei,bei,dative_prep_bei,obl,bestatten,VERB,train
train-s13680,Die Loddenheide im westfälischen Münster ist ein Gewerbegebiet im Südosten der Stadt.,dem westfälischen Münster,Münster,Münster,PROPN,in,in,dative_prep_in,nmod,Loddenheide,PROPN,train
train-s13680,Die Loddenheide im westfälischen Münster ist ein Gewerbegebiet im Südosten der Stadt.,dem Südosten,Südosten,Südosten,NOUN,in,in,dative_prep_in,nmod,Gewerbegebiet,NOUN,train
train-s13681,Sara drängt ihn zur Flucht und gibt ihm einen bestickten Schal als Liebespfand mit auf den Weg.,der Flucht,Flucht,Flucht,NOUN,zu,zu,dative_prep_zu,obl,drängt,VERB,train
train-s13681,Sara drängt ihn zur Flucht und gibt ihm einen bestickten Schal als Liebespfand mit auf den Weg.,ihm,ihm,er,PRON,,,core_dative_argument,obl:arg,gibt,VERB,train
train-s13682,"Sie sammelt alle Werke, die von der ehemaligen Jesuitenschule von Pruntrut und ihren Nachfolgeinstitutionen (bis Mitte des 20.",der ehemaligen Jesuitenschule,Jesuitenschule,Jesuitenschule,NOUN,von,von,dative_prep_von,nmod,Werke,NOUN,train
train-s13682,"Sie sammelt alle Werke, die von der ehemaligen Jesuitenschule von Pruntrut und ihren Nachfolgeinstitutionen (bis Mitte des 20.",Pruntrut,Pruntrut,Pruntrut,PROPN,von,von,dative_prep_von,nmod,Jesuitenschule,NOUN,train
train-s13682,"Sie sammelt alle Werke, die von der ehemaligen Jesuitenschule von Pruntrut und ihren Nachfolgeinstitutionen (bis Mitte des 20.",Nachfolgeinstitutionen,Nachfolgeinstitutionen,Nachfolgeinstitution,NOUN,,,other_dative,conj,Jesuitenschule,NOUN,train
train-s13682,"Sie sammelt alle Werke, die von der ehemaligen Jesuitenschule von Pruntrut und ihren Nachfolgeinstitutionen (bis Mitte des 20.",Mitte,Mitte,Mitte,NOUN,bis,,other_prepositional_dative,nmod,Jesuitenschule,NOUN,train
train-s13683,Jewlojew studierte Rechtswissenschaft und beendete sein Studium in Saratow 1992.,Saratow,Saratow,Saratow,PROPN,in,in,dative_prep_in,obl,beendete,VERB,train
train-s13684,Der Amtsbezirk Schwenstrup war ein Amtsbezirk im Kreis Sonderburg in der Provinz Schleswig - Holstein.,dem Kreis,Kreis,Kreis,NOUN,in,in,dative_prep_in,nmod,Amtsbezirk,NOUN,train
train-s13684,Der Amtsbezirk Schwenstrup war ein Amtsbezirk im Kreis Sonderburg in der Provinz Schleswig - Holstein.,Sonderburg,Sonderburg,Sonderburg,PROPN,,,other_dative,appos,Kreis,NOUN,train
train-s13684,Der Amtsbezirk Schwenstrup war ein Amtsbezirk im Kreis Sonderburg in der Provinz Schleswig - Holstein.,der Provinz,Provinz,Provinz,NOUN,in,in,dative_prep_in,nmod,Kreis,NOUN,train
train-s13684,Der Amtsbezirk Schwenstrup war ein Amtsbezirk im Kreis Sonderburg in der Provinz Schleswig - Holstein.,Schleswig Holstein,Schleswig,Schleswig,PROPN,,,other_dative,appos,Provinz,NOUN,train
train-s13684,Der Amtsbezirk Schwenstrup war ein Amtsbezirk im Kreis Sonderburg in der Provinz Schleswig - Holstein.,Holstein,Holstein,Holstein,PROPN,,,other_dative,flat,Schleswig,PROPN,train
train-s13685,Der Entwurf der Programmiersprache Java strebte im Wesentlichen fünf Ziele an:,dem Wesentlichen,Wesentlichen,wesentlich,NOUN,in,in,dative_prep_in,obl,strebte,VERB,train
train-s13686,"Die Halle 8 unter der Exponale ist heute wesentlich kleiner, als der Vorgänger, der auch Teile der Fläche der heutigen Halle 9 umfasst hatte.",der Exponale,Exponale,Exponale,PROPN,unter,unter,dative_prep_unter,nmod,Halle,NOUN,train
train-s13687,"Der vorgesehene Einbau des noch stärkeren V10 - Motors aus dem Porsche Carrera GT wurde, auch reglementbedingt, verworfen.",dem Porsche,Porsche,Porsche,PROPN,aus,aus,dative_prep_aus,nmod,Motors,NOUN,train
train-s13687,"Der vorgesehene Einbau des noch stärkeren V10 - Motors aus dem Porsche Carrera GT wurde, auch reglementbedingt, verworfen.",Carrera,Carrera,Carrera,PROPN,,,other_dative,appos,Porsche,PROPN,train
train-s13687,"Der vorgesehene Einbau des noch stärkeren V10 - Motors aus dem Porsche Carrera GT wurde, auch reglementbedingt, verworfen.",GT,GT,GT,PROPN,,,other_dative,appos,Porsche,PROPN,train
train-s13688,"Es steigerte den Erfolg der Band, erreichte die englischen Charts und schaffte es in Schweden bis auf Platz 27.",Schweden,Schweden,Schweden,PROPN,in,in,dative_prep_in,obl,schaffte,VERB,train
train-s13689,Der Kanton besteht aus 6 Gemeinden:,6 Gemeinden,Gemeinden,Gemeinde,NOUN,aus,aus,dative_prep_aus,obl,besteht,VERB,train
train-s13690,"Direkt gegenüber dem Industriehafen mit seinen Docks befindet sich die Marina für Sportschiffer mit 600 Liegeplätzen, davon 100 für Gäste.",Direkt dem Industriehafen,Industriehafen,Industriehafen,NOUN,gegenüber,,other_prepositional_dative,obl,befindet,VERB,train
train-s13690,"Direkt gegenüber dem Industriehafen mit seinen Docks befindet sich die Marina für Sportschiffer mit 600 Liegeplätzen, davon 100 für Gäste.",Docks,Docks,Dock,NOUN,mit,mit,dative_prep_mit,nmod,Industriehafen,NOUN,train
train-s13690,"Direkt gegenüber dem Industriehafen mit seinen Docks befindet sich die Marina für Sportschiffer mit 600 Liegeplätzen, davon 100 für Gäste.",600 Liegeplätzen,Liegeplätzen,Liegeplatz,NOUN,mit,mit,dative_prep_mit,nmod,Marina,NOUN,train
train-s13691,Ab 1264 bestand in Hatvan ein Prämonstratenser - Kloster.,Hatvan,Hatvan,Hatvan,PROPN,in,in,dative_prep_in,obl,bestand,VERB,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",St. Christina,St.,St.,PROPN,von,von,dative_prep_von,nmod,Umfahrungsstraße,NOUN,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",Christina,Christina,Christina,PROPN,,,other_dative,flat,St.,PROPN,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",Gröden,Gröden,Gröden,PROPN,in,in,dative_prep_in,nmod,St.,PROPN,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",dem westlichen Ortsende,Ortsende,Ortsende,NOUN,von,von,dative_prep_von,obl,führt,VERB,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",St. Christina,St.,St.,PROPN,von,von,dative_prep_von,nmod,Ortsende,NOUN,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",Christina,Christina,Christina,PROPN,,,other_dative,flat,St.,PROPN,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",Gröden,Gröden,Gröden,PROPN,in,in,dative_prep_in,nmod,St.,PROPN,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",km,km,km,NOUN,,,other_dative,appos,Ortsende,NOUN,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",300 m östlich,m,m,NOUN,bis,,other_prepositional_dative,obl,führt,VERB,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",St. Christina,St.,St.,PROPN,von,von,dative_prep_von,nmod,östlich,ADJ,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",Christina,Christina,Christina,PROPN,,,other_dative,flat,St.,PROPN,train
train-s13692,"Die Umfahrungsstraße von St. Christina in Gröden ist eine Ortsumgehung, die vom westlichen Ortsende von St. Christina in Gröden (km 16,995 der Grödner Straße) über mehrere Brücken und zwei Tunnels bis etwa 300 m östlich von St. Christina (km 18,490 der SS 242) führt.",km,km,km,NOUN,,,other_dative,appos,St.,PROPN,train
train-s13693,"Als der Mann am Abend zurück kommt, gibt die Frau die Jungs als Handwerker aus und meint zu ihm, sie müssten morgen noch einmal erscheinen, sie leisten jedoch gute ""Arbeit"".",dem Abend,Abend,Abend,NOUN,an,an,dative_prep_an,obl,kommt,VERB,train
train-s13693,"Als der Mann am Abend zurück kommt, gibt die Frau die Jungs als Handwerker aus und meint zu ihm, sie müssten morgen noch einmal erscheinen, sie leisten jedoch gute ""Arbeit"".",ihm,ihm,er,PRON,zu,zu,dative_prep_zu,obl,meint,VERB,train
train-s13694,FC Lok Leipzig kam er damit auf insgesamt 420 Erstligaspiele mit 152 Toren.,152 Toren,Toren,Tor,NOUN,mit,mit,dative_prep_mit,obl,kam,VERB,train
train-s13695,Nach einer Entziehungskur erlitt er einen Rückfall.,einer Entziehungskur,Entziehungskur,Entziehungskur,NOUN,nach,nach,dative_prep_nach,obl,erlitt,VERB,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",dieser Zeit,Zeit,Zeit,NOUN,in,in,dative_prep_in,nmod,Teil,NOUN,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",Live Band,Band,Band,NOUN,von,von,dative_prep_von,nmod,Teil,NOUN,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",dem Studioalbum,Studioalbum,Studioalbum,NOUN,auf,auf,dative_prep_auf,nmod,Musiker,NOUN,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",dem Jahr,Jahr,Jahr,NOUN,aus,aus,dative_prep_aus,nmod,Studioalbum,NOUN,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",dem Dylan Film,Dylan,Dylan,PROPN,,,other_dative,conj,Studioalbum,NOUN,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",Film,Film,Film,NOUN,,,other_dative,flat,Dylan,PROPN,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",Masked,Masked,Masked,PROPN,,,other_dative,appos,Dylan,PROPN,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",Anonymous,Anonymous,Anonymous,PROPN,,,other_dative,conj,Masked,PROPN,train
train-s13696,"In dieser Zeit war Campbell nicht nur wichtiger Teil von Dylans Live - Band, sondern auch Musiker auf dem Studioalbum ""Love and Theft"" aus dem Jahr 2001 und dem Dylan - Film Masked and Anonymous aus dem Jahr 2003.",dem Jahr,Jahr,Jahr,NOUN,aus,aus,dative_prep_aus,nmod,Dylan,PROPN,train
train-s13697,Broerse begann seine Profilaufbahn 1997 beim FC Groningen.,dem FC,FC,FC,PROPN,bei,bei,dative_prep_bei,obl,begann,VERB,train
train-s13697,Broerse begann seine Profilaufbahn 1997 beim FC Groningen.,Groningen,Groningen,Groningen,PROPN,,,other_dative,appos,FC,PROPN,train
train-s13698,"Zunächst nutzte man die Call by Call - Nummern und - Infrastruktur von Star Telecom (01098), bekam dann schließlich mit der 01036 von der Bundesnetzagentur eine eigene CbC - Vorwahl zugeteilt und errichtete etwa zur selben Zeit in Frankfurt auch die dafür notwendige zentrale Infrastruktur.",Star Telecom,Star,Star,PROPN,von,von,dative_prep_von,nmod,Call,PROPN,train
train-s13698,"Zunächst nutzte man die Call by Call - Nummern und - Infrastruktur von Star Telecom (01098), bekam dann schließlich mit der 01036 von der Bundesnetzagentur eine eigene CbC - Vorwahl zugeteilt und errichtete etwa zur selben Zeit in Frankfurt auch die dafür notwendige zentrale Infrastruktur.",Telecom,Telecom,Telecom,PROPN,,,other_dative,flat,Star,PROPN,train
train-s13698,"Zunächst nutzte man die Call by Call - Nummern und - Infrastruktur von Star Telecom (01098), bekam dann schließlich mit der 01036 von der Bundesnetzagentur eine eigene CbC - Vorwahl zugeteilt und errichtete etwa zur selben Zeit in Frankfurt auch die dafür notwendige zentrale Infrastruktur.",der Bundesnetzagentur,Bundesnetzagentur,Bundesnetzagentur,NOUN,von,von,dative_prep_von,nmod,01036,NUM,train
train-s13698,"Zunächst nutzte man die Call by Call - Nummern und - Infrastruktur von Star Telecom (01098), bekam dann schließlich mit der 01036 von der Bundesnetzagentur eine eigene CbC - Vorwahl zugeteilt und errichtete etwa zur selben Zeit in Frankfurt auch die dafür notwendige zentrale Infrastruktur.",der selben Zeit,Zeit,Zeit,NOUN,zu,zu,dative_prep_zu,obl,errichtete,VERB,train
train-s13698,"Zunächst nutzte man die Call by Call - Nummern und - Infrastruktur von Star Telecom (01098), bekam dann schließlich mit der 01036 von der Bundesnetzagentur eine eigene CbC - Vorwahl zugeteilt und errichtete etwa zur selben Zeit in Frankfurt auch die dafür notwendige zentrale Infrastruktur.",Frankfurt,Frankfurt,Frankfurt,PROPN,in,in,dative_prep_in,obl,errichtete,VERB,train
train-s13699,"Die ersten Anzeichen für die Besiedlung von Big Pine Key finden sich bereits 1845, als die US - Regierung einen Teil dieses Landes an Florida vergab, zum Bau von Schulen und zur Besiedlung.",Key,Key,Key,PROPN,,,other_dative,flat,Pine,PROPN,train
train-s13699,"Die ersten Anzeichen für die Besiedlung von Big Pine Key finden sich bereits 1845, als die US - Regierung einen Teil dieses Landes an Florida vergab, zum Bau von Schulen und zur Besiedlung.",Florida,Florida,Florida,PROPN,an,an,dative_prep_an,obl,vergab,VERB,train
train-s13699,"Die ersten Anzeichen für die Besiedlung von Big Pine Key finden sich bereits 1845, als die US - Regierung einen Teil dieses Landes an Florida vergab, zum Bau von Schulen und zur Besiedlung.",dem Bau,Bau,Bau,NOUN,zu,zu,dative_prep_zu,obl,vergab,VERB,train
train-s13699,"Die ersten Anzeichen für die Besiedlung von Big Pine Key finden sich bereits 1845, als die US - Regierung einen Teil dieses Landes an Florida vergab, zum Bau von Schulen und zur Besiedlung.",Schulen,Schulen,Schule,NOUN,von,von,dative_prep_von,nmod,Bau,NOUN,train
train-s13699,"Die ersten Anzeichen für die Besiedlung von Big Pine Key finden sich bereits 1845, als die US - Regierung einen Teil dieses Landes an Florida vergab, zum Bau von Schulen und zur Besiedlung.",der Besiedlung,Besiedlung,Besiedlung,NOUN,zu,zu,dative_prep_zu,conj,Bau,NOUN,train
train-s13700,"Gothe legte 1947 das Abitur ab und erlernte anschließend von 1948 bis 1950 im Kaliwerk ""Glück auf"" in Sondershausen den Beruf des Elektrikers.",dem Kaliwerk,Kaliwerk,Kaliwerk,NOUN,in,in,dative_prep_in,obl,erlernte,VERB,train
train-s13700,"Gothe legte 1947 das Abitur ab und erlernte anschließend von 1948 bis 1950 im Kaliwerk ""Glück auf"" in Sondershausen den Beruf des Elektrikers.",Glück,Glück,Glück,PROPN,,,other_dative,appos,Kaliwerk,NOUN,train
train-s13700,"Gothe legte 1947 das Abitur ab und erlernte anschließend von 1948 bis 1950 im Kaliwerk ""Glück auf"" in Sondershausen den Beruf des Elektrikers.",Sondershausen,Sondershausen,Sondershausen,PROPN,in,in,dative_prep_in,nmod,Kaliwerk,NOUN,train
train-s13701,Der Bronzedeckel des Taufsteins stammt vom Clarholzer Bildhauer Wilhelm Tophinke.,Clarholzer,Clarholzer,Clarholzer,PROPN,,,other_dative,amod,Bildhauer,NOUN,train
train-s13701,Der Bronzedeckel des Taufsteins stammt vom Clarholzer Bildhauer Wilhelm Tophinke.,dem Clarholzer Bildhauer,Bildhauer,Bildhauer,NOUN,von,von,dative_prep_von,obl,stammt,VERB,train
train-s13701,Der Bronzedeckel des Taufsteins stammt vom Clarholzer Bildhauer Wilhelm Tophinke.,Wilhelm Tophinke,Wilhelm,Wilhelm,PROPN,,,other_dative,appos,Bildhauer,NOUN,train
train-s13701,Der Bronzedeckel des Taufsteins stammt vom Clarholzer Bildhauer Wilhelm Tophinke.,Tophinke,Tophinke,Tophinke,PROPN,,,other_dative,flat,Wilhelm,PROPN,train
train-s13702,Rada übernahm seit den 1960er Jahren kleinere Rollen in Filmen und TV - Serien.,den 1960er Jahren,Jahren,Jahr,NOUN,seit,seit,dative_prep_seit,obl,übernahm,VERB,train
train-s13702,Rada übernahm seit den 1960er Jahren kleinere Rollen in Filmen und TV - Serien.,Filmen,Filmen,Film,NOUN,in,in,dative_prep_in,nmod,Rollen,NOUN,train
train-s13702,Rada übernahm seit den 1960er Jahren kleinere Rollen in Filmen und TV - Serien.,TV,TV,TV,NOUN,,,other_dative,compound,Serien,NOUN,train
train-s13702,Rada übernahm seit den 1960er Jahren kleinere Rollen in Filmen und TV - Serien.,TV Serien,Serien,Serie,NOUN,,,other_dative,conj,Filmen,NOUN,train
train-s13703,"Die Grafschaft, die sich zwischen Rabnitzbach und Raab erstreckte, dürfte bereits um 844 bestanden haben.",Rabnitzbach,Rabnitzbach,Rabnitzbach,PROPN,zwischen,zwischen,dative_prep_zwischen,obl,erstreckte,VERB,train
train-s13703,"Die Grafschaft, die sich zwischen Rabnitzbach und Raab erstreckte, dürfte bereits um 844 bestanden haben.",Raab,Raab,Raab,PROPN,,,other_dative,conj,Rabnitzbach,PROPN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;","76,73 Prozent",Prozent,Prozent,NOUN,,,nominal_dative_modifier,nmod,Weißen,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;",Weißen,Weißen,Weiß,NOUN,aus,aus,dative_prep_aus,obl,setzte,VERB,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;","0,71 Prozent",Prozent,Prozent,NOUN,,,nominal_dative_modifier,nmod,Afroamerikanern,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;",Afroamerikanern,Afroamerikanern,Afroamerikanern,NOUN,,,other_dative,conj,Weißen,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;","1,24 Prozent",Prozent,Prozent,NOUN,,,nominal_dative_modifier,nmod,Ureinwohnern,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;",amerikanischen Ureinwohnern,Ureinwohnern,Ureinwohner,NOUN,,,other_dative,conj,Weißen,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;","0,56 Prozent",Prozent,Prozent,NOUN,,,nominal_dative_modifier,nmod,Asiaten,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;",Asiaten,Asiaten,Asiate,NOUN,,,other_dative,conj,Weißen,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;","0,10 Prozent",Prozent,Prozent,NOUN,,,nominal_dative_modifier,nmod,Bewohnern,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;",Bewohnern,Bewohnern,Bewohner,NOUN,,,other_dative,conj,Weißen,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;",dem pazifischen Inselraum,Inselraum,Inselraum,NOUN,aus,aus,dative_prep_aus,nmod,Bewohnern,NOUN,train
train-s13704,"Ethnisch betrachtet setzte sich die Bevölkerung zusammen aus 76,73 Prozent Weißen, 0,71 Prozent Afroamerikanern, 1,24 Prozent amerikanischen Ureinwohnern, 0,56 Prozent Asiaten, 0,10 Prozent Bewohnern aus dem pazifischen Inselraum und 18,11 Prozent aus anderen ethnischen Gruppen;",anderen ethnischen Gruppen,Gruppen,Gruppe,NOUN,aus,aus,dative_prep_aus,nmod,Prozent,NOUN,train
train-s13705,"Shockwave 3D - Darsteller können nicht nur direkt in Adobe Director mit der Programmiersprache Lingo erstellt und verändert werden, sondern auch aus einigen 3D - Programmen wie zum Beispiel 3ds Max, Cinema 4D, Maya oder Lightwave 3D über einen Shockwave 3D - Exporter als W3D - Datei exportiert und in Adobe Director importiert werden.",direkt Adobe Director,Adobe,Adobe,PROPN,in,in,dative_prep_in,obl,erstellt,VERB,train
